segment_id,road_type,rainfall_mm,rainfall_prev_6h_mm,rainfall_rate_change_mm_per_h,slope_degrees,river_distance_km,historical_closure_count,active_weather_warning,disrupted
SEG_HWY_NH27,highway,7.52,71.19,-4.34,11.71,4.682,0,0,0
SEG_STATE_MN2,state,16.92,5.02,16.09,24.7,1.742,1,0,1
SEG_RURAL_TR1,rural,30.9,2.78,30.44,43.88,0.591,3,1,0
SEG_DIST_MZ1,district,20.25,35.88,14.27,29.97,0.896,0,0,1
SEG_HWY_NH37,highway,30.52,50.3,22.14,10.64,2.563,2,0,0
SEG_RURAL_NL1,rural,16.62,2.4,16.22,42.38,0.479,3,0,1
SEG_HWY_NH37,highway,54.14,18.51,51.06,8.65,2.751,8,0,0
SEG_RURAL_NL1,rural,77.48,20.11,74.12,37.5,0.622,0,1,1
SEG_DIST_MZ1,district,84.12,11.88,82.14,40.11,1.031,1,1,0
SEG_STATE_MN2,state,49.47,7.8,48.17,18.12,1.912,0,0,0
SEG_RURAL_NL1,rural,7.33,7.05,6.16,31.21,0.707,0,0,0
SEG_HWY_NH27,highway,22.76,65.04,11.92,12.95,5.543,7,0,1
SEG_DIST_MZ1,district,66.96,15.66,64.35,35.8,0.564,0,0,0
SEG_STATE_MN2,state,12.55,26.58,8.12,15.66,1.971,0,0,0
SEG_HWY_NH37,highway,30.38,23.88,26.4,2.38,3.114,3,0,0
SEG_DIST_MZ1,district,16.03,16.06,13.35,38.95,0.196,0,0,1
SEG_HWY_NH27,highway,35.0,19.64,31.73,1.41,5.305,0,0,0
SEG_DIST_MZ1,district,28.14,29.7,23.2,40.06,0.899,6,0,1
SEG_STATE_AS1,state,86.94,19.67,83.66,16.17,0.974,3,0,1
SEG_STATE_AS1,state,83.72,4.16,83.03,22.79,1.32,5,0,0
SEG_HWY_NH37,highway,19.8,16.07,17.12,4.16,2.775,2,0,0
SEG_DIST_AR1,district,20.44,4.07,19.76,41.32,0.785,0,0,1
SEG_RURAL_TR1,rural,18.74,5.61,17.81,44.83,0.238,0,0,0
SEG_STATE_AS1,state,4.55,22.67,0.77,27.09,1.567,8,0,0
SEG_RURAL_TR1,rural,64.81,6.65,63.7,43.26,0.346,1,1,1
SEG_RURAL_TR1,rural,53.1,39.6,46.5,50.67,0.481,2,0,1
SEG_HWY_NH37,highway,28.0,15.97,25.33,9.73,2.866,2,0,0
SEG_HWY_NH27,highway,85.27,34.17,79.58,15.32,5.264,0,0,1
SEG_HWY_NH37,highway,13.02,15.43,10.45,0.0,2.49,6,0,0
SEG_DIST_AR1,district,23.89,12.11,21.87,28.37,0.533,0,0,0
SEG_STATE_MN2,state,32.17,8.49,30.75,34.56,2.306,7,1,0
SEG_STATE_AS1,state,3.6,15.44,1.02,16.43,1.837,7,0,0
SEG_RURAL_NL1,rural,18.67,11.76,16.71,43.01,0.05,13,0,0
SEG_HWY_NH27,highway,41.71,15.8,39.07,0.0,5.499,2,0,0
SEG_DIST_AR1,district,59.39,3.86,58.75,30.51,0.994,0,1,0
SEG_STATE_MN2,state,26.87,15.87,24.22,23.52,1.382,0,0,1
SEG_DIST_AR1,district,5.9,21.16,2.37,29.04,0.94,4,0,1
SEG_HWY_NH27,highway,14.27,5.21,13.4,18.02,4.865,2,0,0
SEG_HWY_NH37,highway,22.98,18.82,19.84,4.77,2.578,0,0,0
SEG_STATE_MN2,state,21.8,16.53,19.04,18.66,2.373,1,0,0
SEG_RURAL_NL1,rural,17.72,37.24,11.51,45.28,0.05,1,0,1
SEG_RURAL_TR1,rural,51.59,6.9,50.44,43.69,0.05,2,0,1
SEG_HWY_NH27,highway,21.14,9.44,19.57,5.78,4.829,5,0,0
SEG_HWY_NH27,highway,15.29,27.17,10.76,5.75,5.151,2,1,0
SEG_RURAL_TR1,rural,42.27,8.27,40.89,44.19,0.431,0,0,1
SEG_HWY_NH37,highway,19.85,21.14,16.33,4.88,2.88,0,0,0
SEG_STATE_MN2,state,21.32,9.02,19.81,16.88,2.063,4,0,0
SEG_STATE_AS1,state,9.87,0.96,9.71,27.36,0.998,0,1,0
SEG_DIST_AR1,district,10.63,3.29,10.08,21.32,0.679,1,0,0
SEG_RURAL_NL1,rural,19.32,9.31,17.77,38.8,0.202,2,1,1
SEG_HWY_NH37,highway,55.15,6.05,54.14,5.76,3.194,1,0,0
SEG_DIST_MZ1,district,38.28,16.29,35.57,33.98,0.585,4,0,1
SEG_STATE_MN2,state,25.88,36.41,19.81,33.21,1.885,1,0,0
SEG_RURAL_NL1,rural,12.52,4.86,11.71,37.11,0.234,2,0,0
SEG_STATE_AS1,state,37.13,7.71,35.84,10.09,1.477,4,1,0
SEG_HWY_NH27,highway,10.14,4.8,9.34,5.86,4.713,2,0,0
SEG_DIST_MZ1,district,4.11,6.0,3.11,40.3,0.598,3,0,0
SEG_HWY_NH27,highway,39.3,11.14,37.44,4.1,4.762,5,0,1
SEG_HWY_NH37,highway,74.55,25.18,70.36,7.94,2.903,1,1,0
SEG_RURAL_NL1,rural,20.88,3.79,20.25,34.87,0.378,4,0,1
SEG_RURAL_TR1,rural,17.03,50.33,8.64,47.5,0.05,4,0,1
SEG_HWY_NH37,highway,53.3,11.65,51.36,7.92,3.367,0,1,0
SEG_RURAL_NL1,rural,20.72,19.26,17.51,37.84,0.311,5,0,1
SEG_DIST_MZ1,district,71.49,6.29,70.44,40.31,0.05,0,1,1
SEG_DIST_AR1,district,24.2,0.88,24.05,29.63,0.693,1,0,0
SEG_HWY_NH37,highway,23.98,55.58,14.72,2.46,3.462,1,1,0
SEG_DIST_MZ1,district,13.74,2.09,13.39,22.43,0.095,5,0,0
SEG_HWY_NH27,highway,27.31,5.58,26.38,11.68,5.31,5,0,0
SEG_DIST_MZ1,district,29.06,16.41,26.32,34.11,0.057,0,0,0
SEG_STATE_MN2,state,19.51,9.67,17.9,24.4,2.057,10,0,0
SEG_HWY_NH27,highway,3.36,6.02,2.36,7.91,5.405,1,1,1
SEG_DIST_MZ1,district,68.84,8.3,67.45,24.8,0.331,2,1,1
SEG_STATE_AS1,state,55.17,41.69,48.22,26.7,1.298,1,0,0
SEG_HWY_NH37,highway,26.99,15.98,24.33,12.68,3.01,3,0,1
SEG_DIST_MZ1,district,31.43,8.58,30.0,34.15,0.134,6,0,0
SEG_DIST_MZ1,district,54.81,0.64,54.71,37.97,0.283,0,1,1
SEG_STATE_AS1,state,9.58,9.13,8.06,10.05,1.687,3,0,0
SEG_RURAL_TR1,rural,9.6,25.38,5.37,45.7,0.274,2,0,1
SEG_RURAL_TR1,rural,3.69,8.62,2.26,43.43,0.423,2,0,0
SEG_STATE_AS1,state,14.86,17.07,12.02,21.84,1.835,1,0,0
SEG_STATE_AS1,state,46.52,27.33,41.97,26.07,1.599,8,0,1
SEG_HWY_NH27,highway,63.76,26.79,59.3,11.53,5.153,2,0,0
SEG_RURAL_TR1,rural,16.75,4.25,16.04,38.09,0.335,5,0,1
SEG_HWY_NH37,highway,9.52,21.41,5.96,1.35,3.179,2,0,0
SEG_DIST_AR1,district,14.07,11.6,12.14,22.92,0.665,5,0,0
SEG_STATE_MN2,state,67.19,10.0,65.53,18.43,2.002,2,0,0
SEG_HWY_NH37,highway,4.8,25.05,0.62,12.39,2.998,8,0,0
SEG_STATE_MN2,state,2.8,3.53,2.22,26.03,1.348,1,0,1
SEG_HWY_NH37,highway,87.29,9.68,85.67,9.19,2.962,4,0,0
SEG_DIST_MZ1,district,34.03,9.38,32.46,36.99,0.465,8,0,0
SEG_DIST_AR1,district,45.33,0.96,45.17,32.6,0.813,1,0,1
SEG_RURAL_NL1,rural,74.99,13.77,72.7,43.25,0.461,7,0,0
SEG_RURAL_TR1,rural,41.05,19.48,37.8,50.34,0.498,1,0,0
SEG_DIST_AR1,district,8.76,11.16,6.9,35.63,1.35,1,0,0
SEG_HWY_NH37,highway,25.41,11.78,23.45,8.04,3.533,1,0,0
SEG_STATE_MN2,state,27.73,5.12,26.88,23.65,2.074,0,0,0
SEG_DIST_AR1,district,20.88,4.62,20.11,34.62,0.862,1,0,1
SEG_DIST_MZ1,district,28.74,1.65,28.46,36.73,0.414,7,0,0
SEG_HWY_NH37,highway,2.77,0.39,2.71,10.47,3.903,2,0,0
SEG_DIST_MZ1,district,21.86,5.82,20.89,30.0,0.288,5,0,1
SEG_DIST_AR1,district,21.51,34.38,15.78,26.26,0.858,5,0,0
SEG_HWY_NH27,highway,52.18,4.22,51.47,7.65,4.802,0,1,1
SEG_DIST_MZ1,district,62.94,74.68,50.49,40.49,0.382,4,0,0
SEG_RURAL_NL1,rural,45.68,40.44,38.94,40.75,0.47,1,1,1
SEG_RURAL_NL1,rural,50.48,2.16,50.12,47.26,0.05,4,1,1
SEG_RURAL_TR1,rural,83.03,11.29,81.14,42.85,0.494,9,0,1
SEG_RURAL_NL1,rural,8.78,1.08,8.6,36.34,0.366,2,0,0
SEG_DIST_MZ1,district,13.58,48.17,5.55,39.78,0.584,3,0,1
SEG_STATE_AS1,state,55.48,1.47,55.23,24.52,1.552,8,1,1
SEG_RURAL_TR1,rural,5.78,12.35,3.72,47.19,0.638,3,0,0
SEG_RURAL_TR1,rural,40.86,2.31,40.47,52.5,0.193,1,0,0
SEG_DIST_MZ1,district,36.06,11.06,34.22,43.32,0.768,1,1,0
SEG_DIST_AR1,district,28.28,3.12,27.76,31.99,0.681,5,1,0
SEG_HWY_NH27,highway,65.33,4.88,64.51,7.08,5.232,0,0,0
SEG_RURAL_NL1,rural,15.78,4.83,14.97,41.77,0.268,2,0,0
SEG_HWY_NH27,highway,15.79,19.69,12.51,11.76,5.264,4,0,1
SEG_RURAL_NL1,rural,30.95,20.84,27.48,38.23,0.101,0,0,0
SEG_STATE_AS1,state,58.94,14.29,56.56,15.81,1.053,0,1,0
SEG_DIST_AR1,district,22.71,7.12,21.53,23.93,0.839,2,0,0
SEG_DIST_MZ1,district,17.98,9.53,16.39,33.67,0.535,2,0,0
SEG_HWY_NH27,highway,9.91,14.21,7.54,16.3,5.002,1,0,0
SEG_HWY_NH27,highway,16.29,14.85,13.82,11.05,4.972,0,0,0
SEG_DIST_MZ1,district,39.46,7.69,38.18,41.88,0.05,3,0,1
SEG_DIST_AR1,district,65.54,1.95,65.21,21.74,0.901,0,0,0
SEG_DIST_AR1,district,46.07,14.91,43.58,27.63,0.849,1,0,0
SEG_RURAL_TR1,rural,23.57,4.77,22.78,47.87,0.483,2,0,1
SEG_RURAL_NL1,rural,23.14,5.35,22.25,33.26,0.392,2,0,1
SEG_STATE_AS1,state,47.17,14.46,44.76,20.51,1.202,1,0,0
SEG_RURAL_TR1,rural,27.06,13.69,24.78,45.53,0.05,5,1,1
SEG_DIST_MZ1,district,12.53,8.7,11.08,25.33,0.493,5,0,1
SEG_RURAL_TR1,rural,10.08,6.55,8.99,46.85,0.05,2,0,1
SEG_HWY_NH37,highway,24.49,11.36,22.59,8.26,2.998,4,0,1
SEG_DIST_MZ1,district,23.37,25.55,19.11,37.22,0.449,6,0,1
SEG_RURAL_NL1,rural,96.04,18.54,92.95,45.79,0.288,5,0,1
SEG_DIST_AR1,district,4.85,11.3,2.97,24.84,0.21,4,0,0
SEG_HWY_NH37,highway,26.75,1.71,26.47,9.34,2.969,1,0,0
SEG_HWY_NH27,highway,24.3,6.35,23.24,6.22,4.903,2,0,0
SEG_RURAL_NL1,rural,15.94,33.88,10.3,39.76,0.819,0,0,0
SEG_DIST_MZ1,district,18.73,12.92,16.58,37.39,0.513,0,0,0
SEG_STATE_AS1,state,85.01,12.68,82.89,19.08,2.015,0,0,0
SEG_HWY_NH37,highway,29.46,13.49,27.21,1.05,3.107,0,0,0
SEG_STATE_AS1,state,21.87,13.55,19.61,14.46,1.441,3,0,0
SEG_RURAL_TR1,rural,2.56,3.36,2.0,57.11,0.275,2,0,1
SEG_HWY_NH37,highway,22.44,11.2,20.58,13.7,2.638,5,0,0
SEG_STATE_AS1,state,7.02,6.36,5.96,17.82,1.055,1,0,0
SEG_HWY_NH27,highway,34.35,11.53,32.43,3.62,4.938,6,0,0
SEG_STATE_MN2,state,39.25,18.6,36.15,19.76,2.322,2,0,0
SEG_DIST_MZ1,district,24.58,31.99,19.24,39.6,0.848,1,0,1
SEG_DIST_MZ1,district,43.99,6.38,42.92,41.08,0.484,6,0,1
SEG_RURAL_NL1,rural,32.37,14.67,29.93,39.53,0.629,5,0,1
SEG_HWY_NH37,highway,27.59,2.92,27.11,5.03,2.957,5,0,0
SEG_STATE_AS1,state,10.82,6.23,9.78,10.71,1.329,7,0,0
SEG_RURAL_TR1,rural,11.88,42.48,4.8,43.87,0.168,4,0,1
SEG_DIST_MZ1,district,29.94,12.27,27.89,30.43,0.579,2,0,1
SEG_DIST_MZ1,district,19.92,19.32,16.7,32.97,0.969,1,0,0
SEG_RURAL_TR1,rural,18.67,5.84,17.7,41.77,0.05,6,1,1
SEG_HWY_NH27,highway,33.03,12.63,30.93,10.08,5.201,5,0,0
SEG_STATE_AS1,state,15.8,1.51,15.55,21.11,1.081,0,0,0
SEG_DIST_MZ1,district,48.93,2.1,48.58,31.42,0.278,12,0,1
SEG_RURAL_NL1,rural,9.67,21.22,6.13,37.11,0.05,6,0,1
SEG_DIST_MZ1,district,41.08,3.61,40.48,41.72,0.642,5,0,1
SEG_DIST_AR1,district,30.02,24.05,26.02,31.47,0.743,9,1,1
SEG_STATE_MN2,state,24.44,21.81,20.81,25.79,2.178,6,0,1
SEG_HWY_NH27,highway,7.1,8.67,5.66,10.55,5.187,3,1,0
SEG_HWY_NH37,highway,25.06,10.55,23.3,5.96,2.725,5,0,0
SEG_STATE_AS1,state,21.41,4.87,20.6,17.64,1.483,4,1,0
SEG_RURAL_TR1,rural,6.63,13.54,4.38,47.21,0.05,0,0,0
SEG_RURAL_NL1,rural,33.43,34.42,27.7,40.92,0.05,2,0,1
SEG_HWY_NH27,highway,32.58,5.19,31.72,7.29,5.454,1,0,0
SEG_DIST_AR1,district,41.56,3.4,40.99,29.71,1.552,3,0,1
SEG_DIST_AR1,district,65.39,9.37,63.83,28.87,0.958,3,0,0
SEG_RURAL_TR1,rural,79.9,26.16,75.54,37.62,0.414,3,0,1
SEG_STATE_MN2,state,16.93,16.6,14.16,23.2,1.858,3,0,1
SEG_DIST_AR1,district,14.91,7.66,13.63,35.8,0.517,2,0,1
SEG_RURAL_TR1,rural,2.3,2.41,1.9,48.91,0.336,5,0,1
SEG_STATE_MN2,state,25.31,41.4,18.41,20.48,2.241,1,0,0
SEG_HWY_NH27,highway,36.0,13.9,33.68,8.72,4.848,2,0,0
SEG_STATE_AS1,state,25.03,33.13,19.5,19.01,1.566,0,0,0
SEG_HWY_NH27,highway,1.04,29.7,-3.91,5.44,5.135,3,0,0
SEG_RURAL_TR1,rural,44.82,24.51,40.74,34.4,0.05,7,0,1
SEG_STATE_AS1,state,42.27,18.43,39.2,24.81,1.461,0,0,1
SEG_RURAL_TR1,rural,32.73,26.0,28.4,41.87,0.159,8,0,0
SEG_HWY_NH27,highway,36.41,15.24,33.87,4.08,5.408,1,0,0
SEG_DIST_MZ1,district,47.05,3.36,46.49,31.14,0.872,4,0,0
SEG_DIST_MZ1,district,77.04,19.34,73.81,34.7,0.438,0,1,1
SEG_HWY_NH27,highway,16.16,5.55,15.23,7.4,4.913,4,0,0
SEG_DIST_AR1,district,48.77,11.12,46.92,35.24,0.554,3,0,1
SEG_DIST_AR1,district,39.08,10.6,37.31,23.17,0.386,0,0,0
SEG_STATE_AS1,state,31.24,0.36,31.18,17.44,1.658,4,0,1
SEG_STATE_AS1,state,10.51,23.57,6.58,24.8,1.371,2,0,0
SEG_DIST_MZ1,district,62.99,45.16,55.46,37.6,0.704,10,1,1
SEG_STATE_MN2,state,36.19,5.28,35.31,24.55,2.049,2,0,0
SEG_HWY_NH27,highway,89.9,15.08,87.39,15.0,4.757,8,0,0
SEG_STATE_MN2,state,8.01,17.66,5.07,15.73,1.7,2,0,0
SEG_STATE_AS1,state,26.03,4.83,25.22,12.28,1.714,1,0,0
SEG_STATE_MN2,state,106.31,1.42,106.08,20.67,2.173,1,1,1
SEG_RURAL_TR1,rural,49.25,1.97,48.92,37.17,0.603,7,0,0
SEG_HWY_NH37,highway,12.86,2.91,12.37,9.03,3.164,3,0,1
SEG_DIST_MZ1,district,30.98,3.33,30.43,27.42,0.687,2,0,0
SEG_DIST_MZ1,district,42.25,4.78,41.45,38.4,0.234,0,0,1
SEG_RURAL_TR1,rural,36.02,9.01,34.51,42.88,0.05,11,0,1
SEG_STATE_AS1,state,24.96,2.42,24.56,20.68,1.563,1,0,0
SEG_HWY_NH27,highway,46.83,17.48,43.92,1.32,5.503,1,0,0
SEG_HWY_NH27,highway,10.18,9.66,8.57,19.89,5.261,5,1,0
SEG_DIST_AR1,district,27.56,33.96,21.9,29.86,0.53,4,0,1
SEG_RURAL_NL1,rural,20.25,1.94,19.92,34.32,0.412,3,0,0
SEG_RURAL_TR1,rural,70.96,5.54,70.04,36.65,0.274,2,1,1
SEG_RURAL_NL1,rural,19.06,25.36,14.83,41.44,0.335,5,0,1
SEG_RURAL_NL1,rural,4.62,37.89,-1.7,40.41,0.35,4,0,0
SEG_HWY_NH27,highway,82.08,20.67,78.64,7.07,5.154,1,1,0
SEG_STATE_AS1,state,17.79,25.96,13.47,14.84,1.885,5,0,0
SEG_DIST_MZ1,district,76.77,10.89,74.96,43.3,0.836,1,1,1
SEG_HWY_NH27,highway,77.05,2.18,76.68,11.27,4.761,3,1,1
SEG_RURAL_TR1,rural,41.91,8.08,40.56,42.94,0.337,1,1,1
SEG_RURAL_TR1,rural,40.22,15.16,37.69,42.53,0.05,3,0,1
SEG_DIST_MZ1,district,50.49,26.78,46.03,28.08,0.63,2,1,1
SEG_STATE_AS1,state,39.55,9.91,37.9,24.94,1.406,2,0,1
SEG_STATE_AS1,state,22.17,14.94,19.68,18.13,1.767,5,1,1
SEG_STATE_AS1,state,41.6,6.91,40.45,23.96,1.7,1,0,1
SEG_RURAL_NL1,rural,37.11,12.23,35.08,32.68,0.31,2,0,0
SEG_HWY_NH37,highway,42.82,29.52,37.9,4.39,2.829,2,0,1
SEG_HWY_NH27,highway,39.99,1.53,39.73,6.66,4.796,3,0,1
SEG_STATE_AS1,state,49.17,11.6,47.23,20.57,1.226,4,0,0
SEG_DIST_AR1,district,38.45,3.88,37.8,28.94,1.008,2,0,0
SEG_STATE_AS1,state,2.01,12.75,-0.11,24.92,1.789,1,0,0
SEG_STATE_AS1,state,34.66,10.73,32.87,18.52,1.265,0,0,0
SEG_DIST_MZ1,district,8.23,22.07,4.55,29.67,0.645,5,0,0
SEG_STATE_MN2,state,25.27,1.18,25.07,22.77,2.05,1,0,0
SEG_DIST_MZ1,district,4.61,7.89,3.29,42.33,0.69,0,0,1
SEG_DIST_AR1,district,56.72,31.07,51.54,42.43,0.872,5,0,0
SEG_HWY_NH27,highway,7.93,3.23,7.39,7.26,5.562,3,0,0
SEG_DIST_AR1,district,12.48,2.94,11.99,24.86,0.932,0,0,0
SEG_STATE_MN2,state,17.34,10.0,15.68,23.68,2.271,1,0,0
SEG_DIST_AR1,district,22.19,9.1,20.67,37.21,0.468,1,0,1
SEG_STATE_AS1,state,22.83,47.98,14.83,11.34,2.237,4,0,0
SEG_DIST_AR1,district,18.08,17.97,15.08,33.2,1.4,4,0,1
SEG_HWY_NH27,highway,7.31,29.21,2.44,4.66,5.301,5,0,0
SEG_STATE_AS1,state,82.68,1.95,82.35,13.84,1.527,1,0,0
SEG_STATE_AS1,state,13.46,10.95,11.64,18.93,1.19,3,0,0
SEG_STATE_AS1,state,25.58,7.05,24.4,15.57,1.348,2,1,1
SEG_DIST_MZ1,district,10.26,20.76,6.8,42.25,0.731,1,0,0
SEG_HWY_NH37,highway,22.08,14.21,19.71,8.77,3.014,0,0,1
SEG_HWY_NH37,highway,15.99,12.24,13.95,13.69,3.199,9,0,0
SEG_HWY_NH27,highway,3.43,8.5,2.01,9.76,5.356,2,0,0
SEG_HWY_NH37,highway,33.81,9.24,32.27,2.79,3.117,1,0,1
SEG_DIST_AR1,district,20.45,12.82,18.31,35.83,0.473,3,0,0
SEG_STATE_MN2,state,29.96,33.22,24.42,23.38,2.644,2,0,0
SEG_RURAL_NL1,rural,12.78,13.05,10.6,36.79,0.562,1,0,0
SEG_HWY_NH37,highway,27.78,11.47,25.87,0.0,2.782,1,0,0
SEG_RURAL_TR1,rural,62.86,8.29,61.48,48.24,0.05,8,0,1
SEG_DIST_AR1,district,18.84,57.02,9.34,34.49,1.061,0,0,0
SEG_DIST_AR1,district,53.0,29.26,48.13,31.28,0.918,5,1,1
SEG_RURAL_TR1,rural,32.87,11.09,31.02,46.64,0.05,1,1,1
SEG_STATE_MN2,state,30.33,4.82,29.53,34.17,2.027,1,0,1
SEG_RURAL_NL1,rural,17.76,7.93,16.44,36.96,0.383,12,0,1
SEG_DIST_AR1,district,23.18,5.76,22.22,31.73,0.873,9,0,1
SEG_RURAL_TR1,rural,10.51,12.9,8.35,42.68,0.198,5,0,0
SEG_HWY_NH27,highway,66.93,13.71,64.65,12.42,5.074,16,1,0
SEG_HWY_NH37,highway,11.62,8.88,10.14,9.29,3.319,3,0,0
SEG_STATE_AS1,state,22.95,6.47,21.88,14.82,1.572,4,0,0
SEG_RURAL_TR1,rural,31.78,9.16,30.26,46.2,0.05,0,0,1
SEG_RURAL_NL1,rural,13.01,45.76,5.38,37.23,0.412,2,0,0
SEG_RURAL_TR1,rural,29.37,31.76,24.08,41.52,0.05,1,0,0
SEG_RURAL_TR1,rural,30.2,33.96,24.54,46.59,0.05,1,0,1
SEG_STATE_MN2,state,12.47,38.2,6.1,18.24,2.87,5,0,1
SEG_DIST_MZ1,district,46.38,12.09,44.36,33.66,0.386,5,0,0
SEG_STATE_AS1,state,72.23,21.31,68.67,19.55,1.465,13,0,1
SEG_DIST_MZ1,district,52.84,9.65,51.23,36.59,0.38,4,1,1
SEG_DIST_MZ1,district,18.09,1.41,17.85,38.69,0.373,3,0,1
SEG_DIST_MZ1,district,70.3,6.65,69.19,32.23,0.447,4,1,1
SEG_RURAL_NL1,rural,51.27,8.31,49.88,35.93,0.386,0,1,1
SEG_STATE_AS1,state,3.28,10.02,1.61,18.32,1.641,1,0,0
SEG_DIST_MZ1,district,3.95,7.81,2.65,33.42,0.639,0,0,0
SEG_HWY_NH27,highway,9.65,1.96,9.32,5.92,5.336,4,0,0
SEG_DIST_MZ1,district,57.98,6.13,56.96,31.44,0.231,6,1,0
SEG_STATE_MN2,state,48.25,1.44,48.01,19.11,2.319,5,1,1
SEG_RURAL_TR1,rural,10.05,7.2,8.85,50.14,0.309,4,1,1
SEG_HWY_NH27,highway,28.24,15.88,25.6,21.81,5.039,5,1,0
SEG_DIST_AR1,district,34.7,18.16,31.68,32.19,0.558,1,0,1
SEG_RURAL_TR1,rural,66.82,31.15,61.63,44.91,0.361,4,0,1
SEG_STATE_MN2,state,35.14,7.77,33.85,19.28,1.881,0,0,0
SEG_STATE_AS1,state,6.34,21.27,2.79,15.8,1.604,6,0,1
SEG_HWY_NH27,highway,16.96,14.65,14.52,4.89,4.864,1,0,0
SEG_HWY_NH37,highway,51.05,7.76,49.76,5.89,3.231,2,0,1
SEG_DIST_AR1,district,20.2,30.82,15.07,29.82,0.946,0,0,1
SEG_RURAL_NL1,rural,13.24,16.17,10.55,49.34,0.771,1,0,0
SEG_RURAL_NL1,rural,15.85,17.06,13.01,35.37,0.073,1,0,0
SEG_STATE_MN2,state,45.15,3.44,44.57,23.78,2.409,1,0,0
SEG_STATE_AS1,state,0.58,28.98,-4.25,23.36,2.159,2,0,0
SEG_DIST_MZ1,district,16.75,8.98,15.26,36.31,1.048,3,0,1
SEG_DIST_MZ1,district,24.5,9.05,22.99,35.35,0.417,1,0,0
SEG_STATE_MN2,state,30.71,1.86,30.4,16.74,2.145,0,1,1
SEG_STATE_AS1,state,53.77,12.91,51.62,20.54,1.813,4,1,1
SEG_RURAL_TR1,rural,17.51,4.97,16.68,44.12,0.245,5,0,0
SEG_RURAL_TR1,rural,2.23,4.76,1.43,45.91,0.214,0,0,1
SEG_RURAL_TR1,rural,34.0,6.73,32.88,46.41,0.05,1,0,0
SEG_DIST_AR1,district,21.74,22.46,18.0,32.02,1.13,5,0,0
SEG_RURAL_TR1,rural,10.17,11.97,8.17,53.28,0.162,1,0,0
SEG_HWY_NH37,highway,20.78,13.03,18.61,1.45,2.844,5,0,0
SEG_HWY_NH27,highway,88.33,2.38,87.93,4.21,4.999,0,0,0
SEG_RURAL_NL1,rural,31.12,21.27,27.58,54.58,0.467,1,0,1
SEG_RURAL_TR1,rural,11.92,48.47,3.84,45.19,0.217,1,0,0
SEG_STATE_MN2,state,24.85,17.84,21.88,21.94,2.024,2,0,0
SEG_STATE_MN2,state,43.17,49.69,34.89,25.01,2.152,0,0,0
SEG_DIST_MZ1,district,62.1,2.52,61.68,41.04,0.471,7,0,1
SEG_HWY_NH37,highway,16.01,10.92,14.19,7.64,2.913,2,0,0
SEG_HWY_NH37,highway,40.41,1.87,40.1,11.58,3.052,0,0,0
SEG_DIST_AR1,district,10.94,19.24,7.74,33.16,1.142,3,0,0
SEG_RURAL_TR1,rural,89.08,12.72,86.96,41.4,0.05,4,0,1
SEG_RURAL_TR1,rural,19.98,1.37,19.75,43.51,0.265,0,0,0
SEG_DIST_AR1,district,11.03,14.92,8.55,31.04,1.313,0,0,0
SEG_HWY_NH37,highway,45.11,5.69,44.16,12.9,3.069,1,0,1
SEG_HWY_NH27,highway,19.58,15.36,17.03,7.15,5.088,4,1,0
SEG_RURAL_NL1,rural,72.11,12.59,70.01,42.46,0.241,3,0,1
SEG_STATE_AS1,state,36.68,5.95,35.69,27.3,2.309,5,0,0
SEG_DIST_AR1,district,2.9,6.15,1.87,35.31,0.802,4,0,0
SEG_DIST_MZ1,district,26.56,14.69,24.11,35.97,0.544,0,0,0
SEG_RURAL_NL1,rural,38.67,0.75,38.55,30.22,0.476,12,0,0
SEG_DIST_MZ1,district,27.96,17.7,25.01,35.66,0.414,4,1,0
SEG_HWY_NH37,highway,16.0,3.47,15.42,11.23,2.914,1,0,0
SEG_RURAL_NL1,rural,32.51,31.7,27.23,42.43,0.176,6,1,0
SEG_HWY_NH37,highway,85.79,0.65,85.68,0.0,2.751,4,0,1
SEG_STATE_MN2,state,83.87,1.04,83.69,28.17,2.237,8,1,1
SEG_DIST_MZ1,district,59.46,18.04,56.45,41.17,0.827,1,0,0
SEG_DIST_AR1,district,38.4,0.59,38.3,30.45,1.264,1,0,1
SEG_HWY_NH27,highway,17.8,3.09,17.28,7.25,5.245,5,0,0
SEG_RURAL_NL1,rural,37.6,21.71,33.98,39.56,0.393,2,0,1
SEG_RURAL_TR1,rural,33.33,63.06,22.82,49.54,0.05,2,0,1
SEG_DIST_AR1,district,23.36,26.77,18.9,34.72,0.643,2,0,0
SEG_HWY_NH27,highway,34.76,11.59,32.83,3.03,5.234,5,0,1
SEG_STATE_AS1,state,20.88,13.37,18.65,15.47,1.403,0,0,0
SEG_HWY_NH27,highway,31.07,9.8,29.44,10.13,5.151,5,0,0
SEG_RURAL_NL1,rural,18.82,61.43,8.58,45.41,0.47,6,0,1
SEG_DIST_MZ1,district,18.82,18.06,15.81,28.57,0.167,1,0,0
SEG_DIST_MZ1,district,3.27,18.75,0.14,39.88,0.05,1,0,1
SEG_DIST_MZ1,district,74.13,12.16,72.11,37.93,0.378,2,1,1
SEG_STATE_AS1,state,26.5,9.54,24.91,15.88,1.506,1,0,0
SEG_STATE_MN2,state,24.14,17.92,21.16,27.98,1.669,2,0,0
SEG_RURAL_NL1,rural,12.46,19.61,9.19,44.42,0.064,2,0,0
SEG_HWY_NH37,highway,55.31,15.51,52.73,0.91,2.866,2,0,0
